id,year,lgID,tmID,franchID,confID,divID,rank,G,W,L,T,OTL,Pts,name
1940,1990,NHL,CHI,CHI,CC,NO,1,80,49,23,8,,106,Chicago Blackhawks
1941,1990,NHL,DET,DET,CC,NO,3,80,34,38,8,,76,Detroit Red Wings
1942,1990,NHL,EDM,EDM,CC,SM,3,80,37,37,6,,80,Edmonton Oilers
1943,1990,NHL,HAR,CAR,WA,AD,4,80,31,38,11,,73,Hartford Whalers
1944,1990,NHL,LAK,LAK,CC,SM,1,80,46,24,10,,102,Los Angeles Kings
1945,1990,NHL,MNS,DAL,CC,NO,4,80,27,39,14,,68,Minnesota North Stars
1946,1990,NHL,MTL,MTL,WA,AD,2,80,39,30,11,,89,Montreal Canadiens
1947,1990,NHL,NJD,NJD,WA,PT,4,80,32,33,15,,79,New Jersey Devils
1948,1990,NHL,NYI,NYI,WA,PT,6,80,25,45,10,,60,New York Islanders
1949,1990,NHL,NYR,NYR,WA,PT,2,80,36,31,13,,85,New York Rangers
1950,1990,NHL,PHI,PHI,WA,PT,5,80,33,37,10,,76,Philadelphia Flyers
1951,1990,NHL,PIT,PIT,WA,PT,1,80,41,33,6,,88,Pittsburgh Penguins
1952,1990,NHL,QUE,COL,WA,AD,5,80,16,50,14,,46,Quebec Nordiques
1953,1990,NHL,STL,STL,CC,NO,2,80,47,22,11,,105,St. Louis Blues
1954,1990,NHL,TOR,TOR,CC,NO,5,80,23,46,11,,57,Toronto Maple Leafs
1955,1990,NHL,VAN,VAN,CC,SM,4,80,28,43,9,,65,Vancouver Canucks
1956,1990,NHL,WAS,WAS,WA,PT,3,80,37,36,7,,81,Washington Capitals
1957,1990,NHL,WIN,ARI,CC,SM,5,80,26,43,11,,63,Winnipeg Jets
1958,1991,NHL,BOS,BOS,WA,AD,2,80,36,32,12,,84,Boston Bruins
1959,1991,NHL,BUF,BUF,WA,AD,3,80,31,37,12,,74,Buffalo Sabres
1960,1991,NHL,CAL,CAL,CC,SM,5,80,31,37,12,,74,Calgary Flames
1961,1991,NHL,CHI,CHI,CC,NO,2,80,36,29,15,,87,Chicago Blackhawks
1962,1991,NHL,DET,DET,CC,NO,1,80,43,25,12,,98,Detroit Red Wings
1963,1991,NHL,EDM,EDM,CC,SM,3,80,36,34,10,,82,Edmonton Oilers
1964,1991,NHL,HAR,CAR,WA,AD,4,80,26,41,13,,65,Hartford Whalers
1965,1991,NHL,LAK,LAK,CC,SM,2,80,35,31,14,,84,Los Angeles Kings
1966,1991,NHL,MNS,DAL,CC,NO,4,80,32,42,6,,70,Minnesota North Stars
1967,1991,NHL,MTL,MTL,WA,AD,1,80,41,28,11,,93,Montreal Canadiens
1968,1991,NHL,NJD,NJD,WA,PT,4,80,38,31,11,,87,New Jersey Devils
1969,1991,NHL,NYI,NYI,WA,PT,5,80,34,35,11,,79,New York Islanders
1970,1991,NHL,NYR,NYR,WA,PT,1,80,50,25,5,,105,New York Rangers
1971,1991,NHL,PHI,PHI,WA,PT,6,80,32,37,11,,75,Philadelphia Flyers
1972,1991,NHL,PIT,PIT,WA,PT,3,80,39,32,9,,87,Pittsburgh Penguins
1973,1991,NHL,QUE,COL,WA,AD,5,80,20,48,12,,52,Quebec Nordiques
1974,1991,NHL,SJS,SJS,CC,SM,6,80,17,58,5,,39,San Jose Sharks
1975,1991,NHL,STL,STL,CC,NO,3,80,36,33,11,,83,St. Louis Blues
1976,1991,NHL,TOR,TOR,CC,NO,5,80,30,43,7,,67,Toronto Maple Leafs
1977,1991,NHL,VAN,VAN,CC,SM,1,80,42,26,12,,96,Vancouver Canucks
1978,1991,NHL,WAS,WAS,WA,PT,2,80,45,27,8,,98,Washington Capitals
1979,1991,NHL,WIN,ARI,CC,SM,4,80,33,32,15,,81,Winnipeg Jets
1980,1992,NHL,BOS,BOS,WA,AD,1,84,51,26,7,,109,Boston Bruins
1981,1992,NHL,BUF,BUF,WA,AD,4,84,38,36,10,,86,Buffalo Sabres
1982,1992,NHL,CAL,CAL,CC,SM,2,84,43,30,11,,97,Calgary Flames
1983,1992,NHL,CHI,CHI,CC,NO,1,84,47,25,12,,106,Chicago Blackhawks
1984,1992,NHL,DET,DET,CC,NO,2,84,47,28,9,,103,Detroit Red Wings
1985,1992,NHL,EDM,EDM,CC,SM,5,84,26,50,8,,60,Edmonton Oilers
1986,1992,NHL,HAR,CAR,WA,AD,5,84,26,52,6,,58,Hartford Whalers
1987,1992,NHL,LAK,LAK,CC,SM,3,84,39,35,10,,88,Los Angeles Kings
1988,1992,NHL,MNS,DAL,CC,NO,5,84,36,38,10,,82,Minnesota North Stars
1989,1992,NHL,MTL,MTL,WA,AD,3,84,48,30,6,,102,Montreal Canadiens
1990,1992,NHL,NJD,NJD,WA,PT,4,84,40,37,7,,87,New Jersey Devils
1991,1992,NHL,NYI,NYI,WA,PT,3,84,40,37,7,,87,New York Islanders
1992,1992,NHL,NYR,NYR,WA,PT,6,84,34,39,11,,79,New York Rangers
1993,1992,NHL,OTT,OTT,WA,AD,6,84,10,70,4,,24,Ottawa Senators
1994,1992,NHL,PHI,PHI,WA,PT,5,84,36,37,11,,83,Philadelphia Flyers
1995,1992,NHL,PIT,PIT,WA,PT,1,84,56,21,7,,119,Pittsburgh Penguins
1996,1992,NHL,QUE,COL,WA,AD,2,84,47,27,10,,104,Quebec Nordiques
1997,1992,NHL,SJS,SJS,CC,SM,6,84,11,71,2,,24,San Jose Sharks
1998,1992,NHL,STL,STL,CC,NO,4,84,37,36,11,,85,St. Louis Blues
1999,1992,NHL,TBL,TBL,CC,NO,6,84,23,54,7,,53,Tampa Bay Lightning
2000,1992,NHL,TOR,TOR,CC,NO,3,84,44,29,11,,99,Toronto Maple Leafs
2001,1992,NHL,VAN,VAN,CC,SM,1,84,46,29,9,,101,Vancouver Canucks
2002,1992,NHL,WAS,WAS,WA,PT,2,84,43,34,7,,93,Washington Capitals
2003,1992,NHL,WIN,ARI,CC,SM,4,84,40,37,7,,87,Winnipeg Jets
2004,1993,NHL,ANA,AND,WC,PC,4,84,33,46,5,,71,Mighty Ducks of Anaheim
2005,1993,NHL,BOS,BOS,EC,NE,2,84,42,29,13,,97,Boston Bruins
2006,1993,NHL,BUF,BUF,EC,NE,4,84,43,32,9,,95,Buffalo Sabres
2007,1993,NHL,CAL,CAL,WC,PC,1,84,42,29,13,,97,Calgary Flames
2008,1993,NHL,CHI,CHI,WC,CE,5,84,39,36,9,,87,Chicago Blackhawks
2009,1993,NHL,DAL,DAL,WC,CE,3,84,42,29,13,,97,Dallas Stars
2010,1993,NHL,DET,DET,WC,CE,1,84,46,30,8,,100,Detroit Red Wings
2011,1993,NHL,EDM,EDM,WC,PC,6,84,25,45,14,,64,Edmonton Oilers
2012,1993,NHL,FLO,FLO,EC,AT,5,84,33,34,17,,83,Florida Panthers
2013,1993,NHL,HAR,CAR,EC,NE,6,84,27,48,9,,63,Hartford Whalers
2014,1993,NHL,LAK,LAK,WC,PC,5,84,27,45,12,,66,Los Angeles Kings
2015,1993,NHL,MTL,MTL,EC,NE,3,84,41,29,14,,96,Montreal Canadiens
2016,1993,NHL,NJD,NJD,EC,AT,2,84,47,25,12,,106,New Jersey Devils
2017,1993,NHL,NYI,NYI,EC,AT,4,84,36,36,12,,84,New York Islanders
2018,1993,NHL,NYR,NYR,EC,AT,1,84,52,24,8,,112,New York Rangers
2019,1993,NHL,OTT,OTT,EC,NE,7,84,14,61,9,,37,Ottawa Senators
2020,1993,NHL,PHI,PHI,EC,AT,6,84,35,39,10,,80,Philadelphia Flyers
2021,1993,NHL,PIT,PIT,EC,NE,1,84,44,27,13,,101,Pittsburgh Penguins
2022,1993,NHL,QUE,COL,EC,NE,5,84,34,42,8,,76,Quebec Nordiques
2023,1993,NHL,SJS,SJS,WC,PC,3,84,33,35,16,,82,San Jose Sharks
2024,1993,NHL,STL,STL,WC,CE,4,84,40,33,11,,91,St. Louis Blues
2025,1993,NHL,TBL,TBL,EC,AT,7,84,30,43,11,,71,Tampa Bay Lightning
2026,1993,NHL,TOR,TOR,WC,CE,2,84,43,29,12,,98,Toronto Maple Leafs
2027,1993,NHL,VAN,VAN,WC,PC,2,84,41,40,3,,85,Vancouver Canucks
2028,1993,NHL,WAS,WAS,EC,AT,3,84,39,35,10,,88,Washington Capitals
2029,1993,NHL,WIN,ARI,WC,CE,6,84,24,51,9,,57,Winnipeg Jets
2030,1994,NHL,ANA,AND,WC,PC,6,48,16,27,5,,37,Mighty Ducks of Anaheim
2031,1994,NHL,BOS,BOS,EC,NE,3,48,27,18,3,,57,Boston Bruins
2032,1994,NHL,BUF,BUF,EC,NE,4,48,22,19,7,,51,Buffalo Sabres
2033,1994,NHL,CAL,CAL,WC,PC,1,48,24,17,7,,55,Calgary Flames
2034,1994,NHL,CHI,CHI,WC,CE,3,48,24,19,5,,53,Chicago Blackhawks
2035,1994,NHL,DAL,DAL,WC,CE,5,48,17,23,8,,42,Dallas Stars
2036,1994,NHL,DET,DET,WC,CE,1,48,33,11,4,,70,Detroit Red Wings
2037,1994,NHL,EDM,EDM,WC,PC,5,48,17,27,4,,38,Edmonton Oilers
2038,1994,NHL,FLO,FLO,EC,AT,5,48,20,22,6,,46,Florida Panthers
2039,1994,NHL,HAR,CAR,EC,NE,5,48,19,24,5,,43,Hartford Whalers
2040,1994,NHL,LAK,LAK,WC,PC,4,48,16,23,9,,41,Los Angeles Kings
2041,1994,NHL,MTL,MTL,EC,NE,6,48,18,23,7,,43,Montreal Canadiens
2042,1994,NHL,NJD,NJD,EC,AT,2,48,22,18,8,,52,New Jersey Devils
2043,1994,NHL,NYI,NYI,EC,AT,7,48,15,28,5,,35,New York Islanders
2044,1994,NHL,NYR,NYR,EC,AT,4,48,22,23,3,,47,New York Rangers
2045,1994,NHL,OTT,OTT,EC,NE,7,48,9,34,5,,23,Ottawa Senators
2046,1994,NHL,PHI,PHI,EC,AT,1,48,28,16,4,,60,Philadelphia Flyers
2047,1994,NHL,PIT,PIT,EC,NE,2,48,29,16,3,,61,Pittsburgh Penguins
2048,1994,NHL,QUE,COL,EC,NE,1,48,30,13,5,,65,Quebec Nordiques
2049,1994,NHL,SJS,SJS,WC,PC,3,48,19,25,4,,42,San Jose Sharks
2050,1994,NHL,STL,STL,WC,CE,2,48,28,15,5,,61,St. Louis Blues
2051,1994,NHL,TBL,TBL,EC,AT,6,48,17,28,3,,37,Tampa Bay Lightning
2052,1994,NHL,TOR,TOR,WC,CE,4,48,21,19,8,,50,Toronto Maple Leafs
2053,1994,NHL,VAN,VAN,WC,PC,2,48,18,18,12,,48,Vancouver Canucks
2054,1994,NHL,WAS,WAS,EC,AT,3,48,22,18,8,,52,Washington Capitals
2055,1994,NHL,WIN,ARI,WC,CE,6,48,16,25,7,,39,Winnipeg Jets
2056,1995,NHL,ANA,AND,WC,PC,4,82,35,39,8,,78,Mighty Ducks of Anaheim
2057,1995,NHL,BOS,BOS,EC,NE,2,82,40,31,11,,91,Boston Bruins
2058,1995,NHL,BUF,BUF,EC,NE,5,82,33,42,7,,73,Buffalo Sabres
2059,1995,NHL,CAL,CAL,WC,PC,2,82,34,37,11,,79,Calgary Flames
2060,1995,NHL,CHI,CHI,WC,CE,2,82,40,28,14,,94,Chicago Blackhawks
2061,1995,NHL,COL,COL,WC,PC,1,82,47,25,10,,104,Colorado Avalanche
2062,1995,NHL,DAL,DAL,WC,CE,6,82,26,42,14,,66,Dallas Stars
2063,1995,NHL,DET,DET,WC,CE,1,82,62,13,7,,131,Detroit Red Wings
2064,1995,NHL,EDM,EDM,WC,PC,5,82,30,44,8,,68,Edmonton Oilers
2065,1995,NHL,FLO,FLO,EC,AT,3,82,41,31,10,,92,Florida Panthers
2066,1995,NHL,HAR,CAR,EC,NE,4,82,34,39,9,,77,Hartford Whalers
2067,1995,NHL,LAK,LAK,WC,PC,6,82,24,40,18,,66,Los Angeles Kings
2068,1995,NHL,MTL,MTL,EC,NE,3,82,40,32,10,,90,Montreal Canadiens
2069,1995,NHL,NJD,NJD,EC,AT,6,82,37,33,12,,86,New Jersey Devils
2070,1995,NHL,NYI,NYI,EC,AT,7,82,22,50,10,,54,New York Islanders
2071,1995,NHL,NYR,NYR,EC,AT,2,82,41,27,14,,96,New York Rangers
2072,1995,NHL,OTT,OTT,EC,NE,6,82,18,59,5,,41,Ottawa Senators
2073,1995,NHL,PHI,PHI,EC,AT,1,82,45,24,13,,103,Philadelphia Flyers
2074,1995,NHL,PIT,PIT,EC,NE,1,82,49,29,4,,102,Pittsburgh Penguins
2075,1995,NHL,SJS,SJS,WC,PC,7,82,20,55,7,,47,San Jose Sharks
2076,1995,NHL,STL,STL,WC,CE,4,82,32,34,16,,80,St. Louis Blues
2077,1995,NHL,TBL,TBL,EC,AT,5,82,38,32,12,,88,Tampa Bay Lightning
2078,1995,NHL,TOR,TOR,WC,CE,3,82,34,36,12,,80,Toronto Maple Leafs
2079,1995,NHL,VAN,VAN,WC,PC,3,82,32,35,15,,79,Vancouver Canucks
2080,1995,NHL,WAS,WAS,EC,AT,4,82,39,32,11,,89,Washington Capitals
2081,1995,NHL,WIN,ARI,WC,CE,5,82,36,40,6,,78,Winnipeg Jets
2082,1996,NHL,ANA,AND,WC,PC,2,82,36,33,13,,85,Mighty Ducks of Anaheim
2083,1996,NHL,BOS,BOS,EC,NE,6,82,26,47,9,,61,Boston Bruins
2084,1996,NHL,BUF,BUF,EC,NE,1,82,40,30,12,,92,Buffalo Sabres
2085,1996,NHL,CAL,CAL,WC,PC,5,82,32,41,9,,73,Calgary Flames
2086,1996,NHL,CHI,CHI,WC,CE,5,82,34,35,13,,81,Chicago Blackhawks
2087,1996,NHL,COL,COL,WC,PC,1,82,49,24,9,,107,Colorado Avalanche
2088,1996,NHL,DAL,DAL,WC,CE,1,82,48,26,8,,104,Dallas Stars
2089,1996,NHL,DET,DET,WC,CE,2,82,38,26,18,,94,Detroit Red Wings
2090,1996,NHL,EDM,EDM,WC,PC,3,82,36,37,9,,81,Edmonton Oilers
2091,1996,NHL,FLO,FLO,EC,AT,3,82,35,28,19,,89,Florida Panthers
2092,1996,NHL,HAR,CAR,EC,NE,5,82,32,39,11,,75,Hartford Whalers
2093,1996,NHL,LAK,LAK,WC,PC,6,82,28,43,11,,67,Los Angeles Kings
2094,1996,NHL,MTL,MTL,EC,NE,4,82,31,36,15,,77,Montreal Canadiens
2095,1996,NHL,NJD,NJD,EC,AT,1,82,45,23,14,,104,New Jersey Devils
2096,1996,NHL,NYI,NYI,EC,AT,7,82,29,41,12,,70,New York Islanders
2097,1996,NHL,NYR,NYR,EC,AT,4,82,38,34,10,,86,New York Rangers
2098,1996,NHL,OTT,OTT,EC,NE,3,82,31,36,15,,77,Ottawa Senators
2099,1996,NHL,PHI,PHI,EC,AT,2,82,45,24,13,,103,Philadelphia Flyers
2100,1996,NHL,PHO,ARI,WC,CE,3,82,38,37,7,,83,Phoenix Coyotes
2101,1996,NHL,PIT,PIT,EC,NE,2,82,38,36,8,,84,Pittsburgh Penguins
2102,1996,NHL,SJS,SJS,WC,PC,7,82,27,47,8,,62,San Jose Sharks
2103,1996,NHL,STL,STL,WC,CE,4,82,36,35,11,,83,St. Louis Blues
2104,1996,NHL,TBL,TBL,EC,AT,6,82,32,40,10,,74,Tampa Bay Lightning
2105,1996,NHL,TOR,TOR,WC,CE,6,82,30,44,8,,68,Toronto Maple Leafs
2106,1996,NHL,VAN,VAN,WC,PC,4,82,35,40,7,,77,Vancouver Canucks
2107,1996,NHL,WAS,WAS,EC,AT,5,82,33,40,9,,75,Washington Capitals
2108,1997,NHL,ANA,AND,WC,PC,6,82,26,43,13,,65,Mighty Ducks of Anaheim
2109,1997,NHL,BOS,BOS,EC,NE,2,82,39,30,13,,91,Boston Bruins
2110,1997,NHL,BUF,BUF,EC,NE,3,82,36,29,17,,89,Buffalo Sabres
2111,1997,NHL,CAL,CAL,WC,PC,5,82,26,41,15,,67,Calgary Flames
